Timestamp,Aadhaar_ID,Update_Type,Previous_Pincode,Current_Pincode
2023-08-20 00:00:00,UID977492965575,Address Change,219404,269101
2023-12-17 00:00:00,UID121045188226,DoB Update,288959,288959
2023-02-20 00:00:00,UID574610286643,Biometric Update,271232,271232
2023-10-30 00:00:00,UID779709541724,Email Update,207987,207987
2023-12-12 00:00:00,UID860796057294,Address Change,248849,241824
2023-06-07 00:00:00,UID859273304946,Address Change,233037,256883
2023-10-15 00:00:00,UID189204350713,Biometric Update,273305,273305
2023-07-03 00:00:00,UID563441743508,Address Change,267508,206577
2023-01-23 00:00:00,UID880066341907,Address Change,230307,221562
2023-08-12 00:00:00,UID776959951524,Email Update,243170,243170
2023-04-01 00:00:00,UID588761714445,Address Change,268270,223275
2023-05-09 00:00:00,UID679245210600,Biometric Update,267864,267864
2023-06-08 00:00:00,UID468003641805,DoB Update,250526,250526
2023-03-03 00:00:00,UID544705472360,DoB Update,251832,251832
2023-06-24 00:00:00,UID810667230631,Email Update,225993,225993
2023-12-07 00:00:00,UID364841395668,Mobile Update,214432,214432
2023-11-16 00:00:00,UID475552502714,Biometric Update,230694,230694
2023-03-21 00:00:00,UID590939389343,DoB Update,206705,206705
2023-08-01 00:00:00,UID310278527839,DoB Update,270129,270129
2023-01-23 00:00:00,UID521683292144,Mobile Update,273305,273305
2023-03-23 00:00:00,UID585726987861,DoB Update,200014,200014
2023-03-31 00:00:00,UID326027529863,DoB Update,233037,233037
2023-09-21 00:00:00,UID809459213822,Address Change,255833,230694
2023-09-09 00:00:00,UID449509382415,DoB Update,260546,260546
2023-03-23 00:00:00,UID486928023653,Mobile Update,240620,240620
2023-08-31 00:00:00,UID610799507485,Email Update,271212,271212
2023-12-11 00:00:00,UID573512732518,DoB Update,256516,256516
2023-07-11 00:00:00,UID631146421138,Mobile Update,233092,233092
2023-11-13 00:00:00,UID537453025236,Biometric Update,204360,204360
2023-04-06 00:00:00,UID283834719106,Address Change,283039,201157
2023-07-04 00:00:00,UID925854415677,Email Update,239108,239108
2023-05-20 00:00:00,UID497093684207,Address Change,210538,256516
2023-12-04 00:00:00,UID195536557997,Mobile Update,229070,229070
2023-10-26 00:00:00,UID785913707710,DoB Update,280172,280172
2023-10-28 00:00:00,UID312895650736,DoB Update,251111,251111
2023-10-26 00:00:00,UID584584897943,Mobile Update,231359,231359
2023-02-16 00:00:00,UID535113260180,DoB Update,282606,282606
2023-07-28 00:00:00,UID412198408063,DoB Update,265571,265571
2023-12-08 00:00:00,UID534907189522,Address Change,216598,208618
2023-10-06 00:00:00,UID153996423861,Biometric Update,250526,250526
2023-06-11 00:00:00,UID780437107804,Email Update,213031,213031
2023-01-03 00:00:00,UID972025213103,Mobile Update,247839,247839
2023-04-24 00:00:00,UID287862603693,Address Change,273658,237280
2023-10-21 00:00:00,UID557264985837,Biometric Update,273305,273305
2023-05-15 00:00:00,UID423458207748,Address Change,286508,243170
2023-05-30 00:00:00,UID613765967804,Mobile Update,230694,230694
2023-09-04 00:00:00,UID113789542613,DoB Update,219404,219404
2023-01-22 00:00:00,UID255629553259,Address Change,267508,200345
2023-01-05 00:00:00,UID466299131907,Email Update,281602,281602
2023-06-01 00:00:00,UID570362757841,Biometric Update,218547,218547
2023-01-15 00:00:00,UID883573835338,Mobile Update,277044,277044
2023-06-03 00:00:00,UID731774692962,Biometric Update,265231,265231
2023-07-08 00:00:00,UID848560717167,Email Update,212140,212140
2023-10-06 00:00:00,UID341946668229,Email Update,221562,221562
2023-12-08 00:00:00,UID640313129639,Biometric Update,280172,280172
2023-02-23 00:00:00,UID146514173799,Address Change,252015,237280
2023-06-15 00:00:00,UID414021765715,DoB Update,280309,280309
2023-08-02 00:00:00,UID828446040795,Address Change,240620,261944
2023-09-05 00:00:00,UID293329672603,Mobile Update,247839,247839
2023-05-03 00:00:00,UID180803885207,Address Change,242645,237012
2023-08-03 00:00:00,UID285847975255,Mobile Update,253448,253448
2023-11-08 00:00:00,UID698631357821,Biometric Update,284858,284858
2023-10-02 00:00:00,UID718587837589,Mobile Update,257847,257847
2023-07-19 00:00:00,UID216907784638,Email Update,277044,277044
2023-03-17 00:00:00,UID116197036578,Biometric Update,247839,247839
2023-03-24 00:00:00,UID885683346776,DoB Update,213523,213523
2023-09-15 00:00:00,UID950239079382,Mobile Update,286023,286023
2023-02-06 00:00:00,UID155329341886,DoB Update,247438,247438
2023-07-13 00:00:00,UID645382518268,Biometric Update,200458,200458
2023-05-19 00:00:00,UID153595040878,Mobile Update,285964,285964
2023-09-24 00:00:00,UID230452805916,Email Update,213031,213031
2023-12-12 00:00:00,UID642595831408,Biometric Update,229378,229378
2023-10-02 00:00:00,UID306315657046,DoB Update,273658,273658
2023-12-18 00:00:00,UID665599055317,DoB Update,281717,281717
2023-07-31 00:00:00,UID321292579423,Address Change,283039,280172
2023-12-08 00:00:00,UID251619512702,DoB Update,229070,229070
2023-06-27 00:00:00,UID423516394688,Biometric Update,283039,283039
2023-09-28 00:00:00,UID267509653531,Email Update,221562,221562
2023-06-21 00:00:00,UID165062694345,Biometric Update,237280,237280
2023-04-04 00:00:00,UID914109356516,Mobile Update,273581,273581
2023-06-15 00:00:00,UID339091364608,Mobile Update,273305,273305
2023-01-28 00:00:00,UID829088318427,Email Update,267482,267482
2023-08-29 00:00:00,UID636416553064,Address Change,237456,283140
2023-06-26 00:00:00,UID316070834610,Email Update,257435,257435
2023-08-12 00:00:00,UID901772969512,Address Change,261399,233200
2023-01-19 00:00:00,UID393315319055,Email Update,241824,241824
2023-03-18 00:00:00,UID933617911582,Address Change,276198,230307
2023-01-27 00:00:00,UID592800226029,Address Change,277044,278352
2023-04-12 00:00:00,UID428009877270,Address Change,201157,271212
2023-01-18 00:00:00,UID397115761591,Address Change,206705,242845
2023-07-28 00:00:00,UID277531267450,Mobile Update,202712,202712
2023-11-21 00:00:00,UID728021852398,Biometric Update,218547,218547
2023-10-10 00:00:00,UID840073459600,Address Change,285725,247839
2023-11-18 00:00:00,UID280667382442,Address Change,210947,240620
2023-12-04 00:00:00,UID440536633013,Email Update,250526,250526
2023-08-12 00:00:00,UID844571360132,Biometric Update,261944,261944
2023-06-08 00:00:00,UID434685328955,Biometric Update,201157,201157
2023-05-09 00:00:00,UID234822547273,DoB Update,208618,208618
2023-07-07 00:00:00,UID371915795784,DoB Update,246995,246995
2023-09-24 00:00:00,UID187168785159,Mobile Update,265571,265571
2023-12-16 00:00:00,UID760780790450,DoB Update,273305,273305
2023-11-17 00:00:00,UID939514810757,Address Change,212140,242845
2023-11-08 00:00:00,UID487069199684,Biometric Update,212140,212140
2023-04-10 00:00:00,UID303075284799,Email Update,285725,285725
2023-09-22 00:00:00,UID236253004883,Email Update,231359,231359
2023-03-23 00:00:00,UID582387112283,Mobile Update,202712,202712
2023-05-11 00:00:00,UID743943977363,Address Change,228510,267508
2023-08-25 00:00:00,UID379167366353,Address Change,213031,231359
2023-04-23 00:00:00,UID365345224798,Address Change,261944,286508
2023-06-26 00:00:00,UID750392645035,Mobile Update,285725,285725
2023-06-06 00:00:00,UID490016899730,Mobile Update,202712,202712
2023-02-20 00:00:00,UID471031976359,Mobile Update,212140,212140
2023-05-28 00:00:00,UID465727768265,DoB Update,288959,288959
2023-02-25 00:00:00,UID946584728480,Mobile Update,218547,218547
2023-03-22 00:00:00,UID620529983954,Biometric Update,213523,213523
2023-12-25 00:00:00,UID142260681598,Address Change,274542,238226
2023-10-06 00:00:00,UID181110838904,Biometric Update,268879,268879
2023-06-18 00:00:00,UID191449965860,Biometric Update,279279,279279
2023-01-22 00:00:00,UID621304145227,Biometric Update,273658,273658
2023-04-15 00:00:00,UID515660157691,Mobile Update,255833,255833
2023-12-07 00:00:00,UID832794032721,Biometric Update,237456,237456
2023-01-21 00:00:00,UID982474230979,DoB Update,288959,288959
2023-06-01 00:00:00,UID661208874695,DoB Update,227417,227417
2023-06-19 00:00:00,UID934712073618,Mobile Update,213338,213338
2023-06-25 00:00:00,UID472821072817,Mobile Update,240992,240992
2023-12-20 00:00:00,UID149344754557,Mobile Update,228980,228980
2023-06-18 00:00:00,UID906898518833,Email Update,264481,264481
2023-03-30 00:00:00,UID793466943599,Mobile Update,288966,288966
2023-05-28 00:00:00,UID418021227953,Mobile Update,248849,248849
2023-05-10 00:00:00,UID306218593933,Address Change,255833,252700
2023-05-02 00:00:00,UID756877799999,Mobile Update,252700,252700
2023-02-25 00:00:00,UID167684053184,DoB Update,262018,262018
2023-12-26 00:00:00,UID759126563279,DoB Update,262018,262018
2023-08-15 00:00:00,UID135071160310,Address Change,233037,208618
2023-04-15 00:00:00,UID171730255295,Biometric Update,233092,233092
2023-03-14 00:00:00,UID458228983588,Mobile Update,229070,229070
2023-09-19 00:00:00,UID614133188464,Biometric Update,269828,269828
2023-04-14 00:00:00,UID689838495989,Address Change,272183,278449
2023-05-21 00:00:00,UID849891918729,Biometric Update,270129,270129
2023-08-15 00:00:00,UID962954301881,Biometric Update,260546,260546
2023-04-09 00:00:00,UID504377668441,Biometric Update,246995,246995
2023-07-10 00:00:00,UID573114977141,Address Change,230947,225983
2023-11-13 00:00:00,UID874752125629,Biometric Update,225983,225983
2023-02-03 00:00:00,UID309145786607,Biometric Update,212140,212140
2023-03-07 00:00:00,UID728508782060,Mobile Update,201157,201157
2023-05-27 00:00:00,UID799507951107,Mobile Update,206577,206577
2023-01-03 00:00:00,UID387589329396,DoB Update,273581,273581
2023-04-24 00:00:00,UID157685616809,Email Update,219386,219386
2023-10-10 00:00:00,UID914794923853,Address Change,255833,283039
2023-01-18 00:00:00,UID706737695396,Biometric Update,236865,236865
2023-11-19 00:00:00,UID623836482474,Mobile Update,280309,280309
2023-11-23 00:00:00,UID451832761312,DoB Update,229378,229378
2023-10-24 00:00:00,UID554447390320,Mobile Update,264481,264481
2023-01-18 00:00:00,UID709329036195,Email Update,282606,282606
2023-01-04 00:00:00,UID442394970453,Address Change,286508,219386
2023-12-22 00:00:00,UID594027554523,DoB Update,213338,213338
2023-10-08 00:00:00,UID366997783615,Biometric Update,267482,267482
2023-08-21 00:00:00,UID690714098075,Email Update,267864,267864
2023-12-20 00:00:00,UID417658088208,Mobile Update,215351,215351
2023-07-11 00:00:00,UID180719559029,Email Update,222849,222849
2023-10-25 00:00:00,UID678239825988,Address Change,264929,207782
2023-05-04 00:00:00,UID684345369062,DoB Update,279279,279279
2023-01-25 00:00:00,UID900639812713,DoB Update,256883,256883
2023-08-08 00:00:00,UID252858499385,Email Update,201157,201157
2023-02-20 00:00:00,UID892776680802,DoB Update,213338,213338
2023-04-20 00:00:00,UID822138595441,DoB Update,246995,246995
2023-11-11 00:00:00,UID267408842081,Mobile Update,231233,231233
2023-03-31 00:00:00,UID941100176316,Address Change,278859,269101
2023-06-25 00:00:00,UID966661875740,Biometric Update,267508,267508
2023-02-19 00:00:00,UID524163966715,DoB Update,230307,230307
2023-10-25 00:00:00,UID912362116774,DoB Update,281226,281226
2023-05-31 00:00:00,UID147363676333,DoB Update,206705,206705
2023-01-15 00:00:00,UID777470439650,Mobile Update,279073,279073
2023-09-29 00:00:00,UID338658883384,DoB Update,230694,230694
2023-10-04 00:00:00,UID698535026027,Address Change,210947,264822
2023-06-24 00:00:00,UID649668593008,DoB Update,230947,230947
2023-08-25 00:00:00,UID405831762798,DoB Update,237012,237012
2023-06-10 00:00:00,UID384177458663,DoB Update,220207,220207
2023-10-17 00:00:00,UID360100651975,Email Update,214432,214432
2023-12-28 00:00:00,UID813768054717,DoB Update,264481,264481
2023-09-16 00:00:00,UID792450829288,Mobile Update,262018,262018
2023-08-15 00:00:00,UID653374491994,Biometric Update,256516,256516
2023-06-11 00:00:00,UID469120150738,Mobile Update,284858,284858
2023-04-11 00:00:00,UID262498085023,Mobile Update,233037,233037
2023-02-12 00:00:00,UID185340927843,Email Update,256516,256516
2023-10-23 00:00:00,UID318421780458,Address Change,215351,264481
2023-01-25 00:00:00,UID167563233668,Mobile Update,255756,255756
2023-05-29 00:00:00,UID795166216733,Address Change,229070,251111
2023-06-18 00:00:00,UID963348766465,Address Change,225983,279279
2023-10-09 00:00:00,UID866898775199,Biometric Update,257847,257847
2023-01-30 00:00:00,UID838777856929,Address Change,236081,210947
2023-03-21 00:00:00,UID923459979287,Address Change,212140,223253
2023-01-29 00:00:00,UID376931234354,DoB Update,252700,252700
2023-04-19 00:00:00,UID556137474870,DoB Update,219404,219404
2023-01-26 00:00:00,UID367650694824,Email Update,242645,242645
2023-06-03 00:00:00,UID795363252954,Email Update,204360,204360
2023-05-01 00:00:00,UID451526499885,DoB Update,252700,252700
2023-07-15 00:00:00,UID715595768315,Email Update,230694,230694
2023-01-05 00:00:00,UID771703470877,DoB Update,233092,233092
2023-09-15 00:00:00,UID760372887589,Address Change,274542,267626
2023-02-18 00:00:00,UID694653652478,Mobile Update,230694,230694
2023-06-26 00:00:00,UID210816944616,Address Change,264481,202766
2023-01-22 00:00:00,UID635761056148,Biometric Update,273581,273581
2023-07-20 00:00:00,UID236805596185,Address Change,225983,280309
2023-08-10 00:00:00,UID936325322223,Biometric Update,286023,286023
2023-08-19 00:00:00,UID284111462153,Biometric Update,221562,221562
2023-01-26 00:00:00,UID185657694224,DoB Update,251832,251832
2023-08-29 00:00:00,UID312036957393,Biometric Update,237012,237012
2023-09-27 00:00:00,UID363531906142,Address Change,221562,284858
2023-11-21 00:00:00,UID796014237397,Address Change,233037,288959
2023-06-08 00:00:00,UID538358055847,Email Update,206705,206705
2023-12-03 00:00:00,UID239225248709,Email Update,206705,206705
2023-06-05 00:00:00,UID205388431788,Address Change,240620,222849
2023-03-22 00:00:00,UID526024275197,Mobile Update,223275,223275
2023-03-19 00:00:00,UID380291945266,Mobile Update,255833,255833
2023-09-02 00:00:00,UID457786175273,Address Change,255833,231359
2023-07-14 00:00:00,UID961893995791,Email Update,229070,229070
2023-07-01 00:00:00,UID396729247859,Address Change,264481,289823
2023-04-07 00:00:00,UID508798737516,Biometric Update,235276,235276
2023-06-19 00:00:00,UID315416513838,Biometric Update,207987,207987
2023-01-31 00:00:00,UID412114679983,Email Update,238269,238269
2023-09-24 00:00:00,UID971879814577,Mobile Update,247438,247438
2023-09-07 00:00:00,UID467789398344,Mobile Update,286023,286023
2023-07-21 00:00:00,UID127054576950,DoB Update,207782,207782
2023-06-15 00:00:00,UID392906701969,Biometric Update,230694,230694
2023-11-12 00:00:00,UID234698646034,DoB Update,240620,240620
2023-09-13 00:00:00,UID885857156303,Email Update,233037,233037
2023-09-20 00:00:00,UID772578401974,Biometric Update,202712,202712
2023-06-12 00:00:00,UID805296913073,Mobile Update,279073,279073
2023-04-12 00:00:00,UID490000392630,Biometric Update,267482,267482
2023-05-16 00:00:00,UID502069352092,Biometric Update,231359,231359
2023-04-26 00:00:00,UID633753203035,DoB Update,218547,218547
2023-08-04 00:00:00,UID140742890108,DoB Update,225983,225983
2023-05-07 00:00:00,UID147136061465,Mobile Update,278859,278859
2023-03-27 00:00:00,UID245888690077,DoB Update,213523,213523
2023-07-01 00:00:00,UID676380848935,Address Change,255756,256145
2023-08-24 00:00:00,UID418501963130,DoB Update,221562,221562
2023-04-16 00:00:00,UID673715809919,DoB Update,207782,207782
2023-04-23 00:00:00,UID862482316790,Email Update,255756,255756
2023-12-11 00:00:00,UID584739446052,Biometric Update,215351,215351
2023-12-19 00:00:00,UID487976513702,Mobile Update,280309,280309
2023-04-30 00:00:00,UID962647196268,Address Change,280309,279279
2023-08-25 00:00:00,UID400689828521,Address Change,279073,202712
2023-12-06 00:00:00,UID687559362363,Mobile Update,265571,265571
2023-10-21 00:00:00,UID402463979105,Address Change,202712,231359
2023-05-04 00:00:00,UID710891245724,Email Update,242645,242645
2023-03-13 00:00:00,UID902801269808,Mobile Update,216598,216598
2023-09-10 00:00:00,UID841868331205,Biometric Update,278352,278352
2023-04-16 00:00:00,UID343497607483,Biometric Update,281113,281113
2023-04-10 00:00:00,UID158795272234,Address Change,236767,207782
2023-08-22 00:00:00,UID508559331029,Email Update,278449,278449
2023-03-07 00:00:00,UID810635566784,Address Change,257847,202766
2023-10-28 00:00:00,UID686078111423,Email Update,264481,264481
2023-07-16 00:00:00,UID697174129702,Mobile Update,268270,268270
2023-10-21 00:00:00,UID337407006554,Address Change,265231,284858
2023-04-02 00:00:00,UID626500474340,Email Update,273305,273305
2023-11-13 00:00:00,UID279914987548,DoB Update,243170,243170
2023-12-06 00:00:00,UID957696752563,Mobile Update,236081,236081
2023-02-19 00:00:00,UID998657545678,Email Update,281717,281717
2023-12-02 00:00:00,UID853060642982,Email Update,216598,216598
2023-10-08 00:00:00,UID441554227939,Biometric Update,252700,252700
2023-02-04 00:00:00,UID246938899157,Mobile Update,200458,200458
2023-02-02 00:00:00,UID141048558412,DoB Update,287226,287226
2023-01-17 00:00:00,UID673079583329,Email Update,236865,236865
2023-11-30 00:00:00,UID562405281577,DoB Update,266430,266430
2023-10-20 00:00:00,UID847679987445,Email Update,220871,220871
2023-08-24 00:00:00,UID109812947515,Biometric Update,219404,219404
2023-09-05 00:00:00,UID580361572325,Biometric Update,288959,288959
2023-10-10 00:00:00,UID382611030319,Mobile Update,216598,216598
2023-09-29 00:00:00,UID707751887923,Email Update,273658,273658
2023-03-08 00:00:00,UID625950049500,Biometric Update,257435,257435
2023-08-22 00:00:00,UID388732510607,Address Change,238333,206707
2023-04-18 00:00:00,UID105158056103,Mobile Update,216598,216598
2023-05-14 00:00:00,UID786558451774,Mobile Update,233037,233037
2023-08-31 00:00:00,UID105772788742,Mobile Update,218186,218186
2023-02-09 00:00:00,UID896585934528,Email Update,202766,202766
2023-01-07 00:00:00,UID976051273904,Biometric Update,239129,239129
2023-07-29 00:00:00,UID882233014761,Mobile Update,271232,271232
2023-07-13 00:00:00,UID989331811488,Biometric Update,257435,257435
2023-02-17 00:00:00,UID620007492696,Mobile Update,248849,248849
2023-09-15 00:00:00,UID408672918308,Email Update,257461,257461
2023-02-01 00:00:00,UID226443379255,Mobile Update,267864,267864
2023-08-18 00:00:00,UID399605482685,Email Update,256516,256516
2023-09-07 00:00:00,UID153362989282,Mobile Update,281113,281113
2023-07-11 00:00:00,UID469417560888,Mobile Update,229070,229070
2023-09-01 00:00:00,UID109820527269,Biometric Update,219386,219386
2023-09-18 00:00:00,UID220695264264,Mobile Update,213523,213523
2023-07-04 00:00:00,UID164715478828,DoB Update,231359,231359
2023-09-01 00:00:00,UID239859176659,Address Change,222849,206577
2023-05-02 00:00:00,UID354019512311,Mobile Update,283039,283039
2023-05-17 00:00:00,UID754622881265,Mobile Update,238226,238226
2023-10-29 00:00:00,UID993257109083,Mobile Update,206705,206705
2023-03-31 00:00:00,UID753301683416,Biometric Update,218186,218186
2023-05-04 00:00:00,UID884137849064,Address Change,285725,236865
2023-11-03 00:00:00,UID469252260815,Address Change,252015,206577
2023-02-05 00:00:00,UID463171476601,DoB Update,231359,231359
2023-06-21 00:00:00,UID754606943515,DoB Update,213338,213338
2023-06-23 00:00:00,UID740245372018,Address Change,219404,267626
2023-06-27 00:00:00,UID492192072815,Mobile Update,223275,223275
2023-03-20 00:00:00,UID302671718379,DoB Update,269828,269828
2023-12-25 00:00:00,UID694435514665,Biometric Update,284652,284652
2023-05-30 00:00:00,UID570833208312,Biometric Update,267508,267508
2023-03-22 00:00:00,UID975494758413,Email Update,229378,229378
2023-04-27 00:00:00,UID582487990652,Mobile Update,269828,269828
2023-07-08 00:00:00,UID981241789041,Biometric Update,267508,267508
2023-02-24 00:00:00,UID260353446275,Mobile Update,223275,223275
2023-08-04 00:00:00,UID571542781531,DoB Update,257847,257847
2023-09-14 00:00:00,UID395591759846,Mobile Update,264822,264822
2023-11-27 00:00:00,UID722288726227,Address Change,279073,267508
2023-12-16 00:00:00,UID557760450891,Address Change,283140,237280
2023-07-14 00:00:00,UID387011954731,Address Change,221562,283039
2023-01-13 00:00:00,UID163311948642,Email Update,284652,284652
2023-12-21 00:00:00,UID759090021490,DoB Update,281717,281717
2023-12-21 00:00:00,UID402701845318,Address Change,256883,283140
2023-07-24 00:00:00,UID532307385984,Address Change,269828,242645
2023-04-26 00:00:00,UID397550485904,Mobile Update,253448,253448
2023-02-27 00:00:00,UID119934815762,DoB Update,283039,283039
2023-10-29 00:00:00,UID330116226742,Mobile Update,250526,250526
2023-12-24 00:00:00,UID224217422202,DoB Update,270129,270129
2023-01-11 00:00:00,UID342007665906,Email Update,277044,277044
2023-04-30 00:00:00,UID426275049027,Biometric Update,257847,257847
2023-08-22 00:00:00,UID731959171272,Email Update,247438,247438
2023-01-28 00:00:00,UID351783837858,Biometric Update,267508,267508
2023-04-05 00:00:00,UID573055748700,Address Change,203361,284652
2023-04-12 00:00:00,UID350175433181,DoB Update,247438,247438
2023-02-24 00:00:00,UID785861248528,Address Change,280309,231359
2023-03-06 00:00:00,UID310658848852,Address Change,281602,282606
2023-06-01 00:00:00,UID312174847024,Address Change,280172,252700
2023-07-17 00:00:00,UID929051212747,Address Change,266430,220871
2023-08-23 00:00:00,UID770233137440,Biometric Update,239129,239129
2023-08-05 00:00:00,UID844926903339,Address Change,264481,227417
2023-12-05 00:00:00,UID812066117680,Biometric Update,200345,200345
2023-02-09 00:00:00,UID882525000318,Mobile Update,260546,260546
2023-11-03 00:00:00,UID113838594355,Biometric Update,256883,256883
2023-04-06 00:00:00,UID932567175851,DoB Update,285964,285964
2023-09-20 00:00:00,UID281659160933,Email Update,283140,283140
2023-06-08 00:00:00,UID510337600377,DoB Update,236081,236081
2023-02-09 00:00:00,UID939150456262,Email Update,229070,229070
2023-05-13 00:00:00,UID182841870957,Email Update,277044,277044
2023-04-06 00:00:00,UID767267223917,Mobile Update,213523,213523
2023-08-25 00:00:00,UID716071063413,Mobile Update,228510,228510
2023-11-14 00:00:00,UID131155208391,Mobile Update,286023,286023
2023-04-14 00:00:00,UID704368685730,DoB Update,213523,213523
2023-01-11 00:00:00,UID742334776724,Mobile Update,247839,247839
2023-07-17 00:00:00,UID845702820684,Mobile Update,230307,230307
2023-04-18 00:00:00,UID590948784749,Email Update,278352,278352
2023-11-30 00:00:00,UID674470830243,Address Change,230307,247839
2023-04-08 00:00:00,UID111708034023,Address Change,231233,236767
2023-08-17 00:00:00,UID596740017192,DoB Update,264929,264929
2023-01-27 00:00:00,UID852809879584,Mobile Update,281226,281226
2023-09-21 00:00:00,UID736439939331,Biometric Update,230694,230694
2023-06-15 00:00:00,UID869609425430,Mobile Update,255833,255833
2023-11-25 00:00:00,UID478436870276,Biometric Update,220207,220207
2023-08-28 00:00:00,UID985062801295,Email Update,223275,223275
2023-09-24 00:00:00,UID234237248959,Email Update,283140,283140
2023-10-24 00:00:00,UID796362683775,Mobile Update,267508,267508
2023-01-21 00:00:00,UID242420866341,Address Change,265231,242645
2023-03-11 00:00:00,UID217906520484,Address Change,210538,218547
2023-02-27 00:00:00,UID728542670311,Mobile Update,240000,240000
2023-03-09 00:00:00,UID890556809034,Address Change,233092,213031
2023-06-25 00:00:00,UID488437380352,Address Change,287226,213338
2023-06-19 00:00:00,UID431261918532,Biometric Update,201157,201157
2023-12-06 00:00:00,UID523551804853,Address Change,237456,207987
2023-02-27 00:00:00,UID199866027889,Mobile Update,285725,285725
2023-04-29 00:00:00,UID110334016385,Email Update,220871,220871
2023-02-12 00:00:00,UID727348636147,Address Change,284652,207782
2023-12-22 00:00:00,UID161606770098,Email Update,241824,241824
2023-07-15 00:00:00,UID203660076295,DoB Update,281717,281717
2023-11-25 00:00:00,UID211591275593,Email Update,208618,208618
2023-08-24 00:00:00,UID693433555356,Mobile Update,285725,285725
2023-05-23 00:00:00,UID427252404866,Address Change,256516,247839
2023-11-28 00:00:00,UID145245142607,Address Change,255833,264481
2023-08-04 00:00:00,UID668114608256,DoB Update,281226,281226
2023-03-30 00:00:00,UID447210291817,Address Change,207987,222849
2023-11-23 00:00:00,UID568731570830,Mobile Update,238269,238269
2023-11-19 00:00:00,UID639736889849,DoB Update,267508,267508
2023-04-01 00:00:00,UID633780509671,Mobile Update,206577,206577
2023-06-03 00:00:00,UID896343498823,Email Update,273658,273658
2023-06-07 00:00:00,UID509759260229,Mobile Update,242845,242845
2023-06-24 00:00:00,UID927088804411,Address Change,212140,264481
2023-10-16 00:00:00,UID768687123273,Biometric Update,238269,238269
2023-06-08 00:00:00,UID439148484258,Email Update,206705,206705
2023-07-06 00:00:00,UID308470084430,Mobile Update,231359,231359
2023-05-26 00:00:00,UID226876570449,Email Update,255833,255833
2023-02-19 00:00:00,UID110580129745,DoB Update,206707,206707
2023-07-25 00:00:00,UID253023977039,Address Change,239129,253448
2023-10-25 00:00:00,UID287395829055,Address Change,200014,228980
2023-04-04 00:00:00,UID160455254920,Biometric Update,222849,222849
2023-02-18 00:00:00,UID831759992918,Address Change,247839,260546
2023-10-08 00:00:00,UID652983194903,Mobile Update,216598,216598
2023-10-18 00:00:00,UID404935782578,Biometric Update,233092,233092
2023-09-14 00:00:00,UID847186093060,Biometric Update,247839,247839
2023-08-22 00:00:00,UID737324782252,Email Update,230694,230694
2023-12-06 00:00:00,UID610638241074,Mobile Update,253448,253448
2023-10-08 00:00:00,UID829670361314,Email Update,236081,236081
2023-09-04 00:00:00,UID827986227112,Address Change,213031,289823
2023-08-06 00:00:00,UID615228095983,Biometric Update,225983,225983
2023-06-08 00:00:00,UID523328614732,Biometric Update,247839,247839
2023-02-03 00:00:00,UID325855963371,Email Update,265231,265231
2023-01-20 00:00:00,UID794694306728,Email Update,256516,256516
2023-09-05 00:00:00,UID271375502009,DoB Update,243170,243170
2023-02-01 00:00:00,UID945833774885,DoB Update,273305,273305
2023-02-24 00:00:00,UID265511022006,DoB Update,212140,212140
2023-06-29 00:00:00,UID651619118025,Mobile Update,278859,278859
2023-01-31 00:00:00,UID985353802285,Address Change,237280,288959
2023-01-14 00:00:00,UID854700093029,Biometric Update,273658,273658
2023-11-04 00:00:00,UID899758868415,Biometric Update,242845,242845
2023-02-20 00:00:00,UID115610600151,Address Change,200014,280309
2023-07-03 00:00:00,UID890496938721,DoB Update,267864,267864
2023-03-23 00:00:00,UID363287030882,Biometric Update,284035,284035
2023-06-30 00:00:00,UID780012372126,Address Change,285725,271232
2023-08-11 00:00:00,UID330084073859,Address Change,242645,247438
2023-12-13 00:00:00,UID344970309365,Address Change,206707,213031
2023-01-09 00:00:00,UID357887874496,Email Update,279279,279279
2023-02-22 00:00:00,UID768839402814,DoB Update,200345,200345
2023-07-29 00:00:00,UID376387367824,Email Update,267482,267482
2023-09-04 00:00:00,UID222323733308,DoB Update,265231,265231
2023-07-24 00:00:00,UID726151429973,DoB Update,241824,241824
2023-08-16 00:00:00,UID306008260758,Biometric Update,284035,284035
2023-05-11 00:00:00,UID175200963933,Biometric Update,267626,267626
2023-12-31 00:00:00,UID885323168915,Email Update,279073,279073
2023-09-09 00:00:00,UID867953182560,Email Update,271212,271212
2023-05-24 00:00:00,UID683483414181,Email Update,273581,273581
2023-06-04 00:00:00,UID573501237916,DoB Update,278352,278352
2023-09-04 00:00:00,UID210446782287,Mobile Update,273581,273581
2023-06-29 00:00:00,UID910031508211,Address Change,246995,286023
2023-07-11 00:00:00,UID467878788752,Biometric Update,239129,239129
2023-11-09 00:00:00,UID522309113002,Email Update,239129,239129
2023-04-12 00:00:00,UID399992399256,Email Update,251832,251832
2023-12-20 00:00:00,UID141742599119,Mobile Update,264481,264481
2023-05-07 00:00:00,UID295224675031,Email Update,253448,253448
2023-11-29 00:00:00,UID210388012151,Biometric Update,280309,280309
2023-02-04 00:00:00,UID966480878191,Address Change,206707,236678
2023-12-17 00:00:00,UID213308678644,DoB Update,239129,239129
2023-10-21 00:00:00,UID681205638268,Address Change,238269,247839
2023-04-15 00:00:00,UID432307730286,Mobile Update,266430,266430
